config,effective_properties,environment,fps,logical_cpus,mean_ms,median_ms,min_ms,model,openvino,p90_ms,platform,process_cpu_per_wall,python
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",WSL2-OV-2025.2.0,2.633,48,379.754,379.671,374.246,resnet50-v1-12,2025.2.0-19140-c01cd93e24d-releases/2025/2,383.763,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,0.975,3.12.13
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",WSL2-OV-2025.2.0,30.288,48,33.008,32.39,31.967,mobilenetv2-12,2025.2.0-19140-c01cd93e24d-releases/2025/2,33.225,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,0.963,3.12.13
