config,effective_properties,environment,fps,logical_cpus,mean_ms,median_ms,min_ms,model,openvino,p90_ms,platform,process_cpu_per_wall,python
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",Windows-1T-CPU0,2.791,48,358.28,358.01,357.012,resnet50-v1-12,2025.2.0-19140-c01cd93e24d-releases/2025/2,358.88,Windows-11-10.0.26100-SP0,0.998,3.12.11
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",Windows-1T-CPU0,32.958,48,30.336,30.343,29.901,mobilenetv2-12,2025.2.0-19140-c01cd93e24d-releases/2025/2,30.523,Windows-11-10.0.26100-SP0,1.002,3.12.11
