config,effective_properties,environment,fps,logical_cpus,mean_ms,median_ms,min_ms,model,openvino,p90_ms,platform,process_cpu_per_wall,python
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""False"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",Windows-OV-2024.6.0,2.777,48,360.033,359.643,358.784,resnet50-v1-12,2024.6.0-17404-4c0f47d2335-releases/2024/6,361.304,Windows-11-10.0.26100-SP0,0.996,3.12.11
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""False"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",Windows-OV-2024.6.0,32.804,48,30.478,30.409,30.097,mobilenetv2-12,2024.6.0-17404-4c0f47d2335-releases/2024/6,30.866,Windows-11-10.0.26100-SP0,1.005,3.12.11
