config,effective_properties,environment,fps,logical_cpus,mean_ms,median_ms,min_ms,model,openvino,p90_ms,platform,process_cpu_per_wall,python
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",WSL2-OV-2025.4.1,2.636,48,379.396,379.322,374.896,resnet50-v1-12,2025.4.1-20426-82bbf0292c5-releases/2025/4,384.328,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,0.975,3.12.13
1thread_cpu0,"{""ENABLE_CPU_PINNING"": ""True"", ""ENABLE_HYPER_THREADING"": ""False"", ""INFERENCE_NUM_THREADS"": ""1"", ""NUM_STREAMS"": ""1"", ""PERFORMANCE_HINT"": ""LATENCY""}",WSL2-OV-2025.4.1,30.436,48,32.848,32.443,31.928,mobilenetv2-12,2025.4.1-20426-82bbf0292c5-releases/2025/4,33.395,Linux-6.18.33.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,0.973,3.12.13
